,date,url,filing,filers_name,title
878,05/31/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D176BD25A34A08A5852581310026F889/$FILE/Melvin-L-Watt-03.20.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
879,05/31/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/07ECD93343DAEF9D852581310026F7FC/$FILE/Wilbur-L-Ross-05.22.2017-278T(10).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
880,05/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/30BA6448D5FB45978525812D0026F7F5/$FILE/Wilbur-L-Ross-05.19.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
881,05/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A2B1B7B55C19C8178525812D0026F7F3/$FILE/Wilbur-L-Ross-05.23.2017-278T(2).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
882,05/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/7A8112C976CC6C4D8525812D0026F7E8/$FILE/Wilbur-L-Ross-05.22.2017-278T(9).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
883,05/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/65053186490FA0288525812D0026F7E5/$FILE/Wilbur-L-Ross-05.24.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
884,05/27/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/32B252CD9E9668C18525812D0026F623/$FILE/Grady, Claire M.  final278.pdf","Grady, Claire M",Department of Homeland Security,Under Secretary for Management
885,05/26/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/ED5E515316DA9DD78525812C0026F8A1/$FILE/Melvin-L-Watt-02.18.2016-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
886,05/26/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6A77D92E0B036FE18525812C0026F816/$FILE/Wilbur-L-Ross-05.22.2017-278T(8).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
887,05/26/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6098D37A1C3FA8858525812C0026F811/$FILE/Wilbur-L-Ross-05.22.2017-278T(7).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
888,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6A63EEFD9A32D2B48525812B0026F90F/$FILE/Melvin-L-Watt-2017-278.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
889,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/AB4EC427B0CEE61D8525812B0026F886/$FILE/Wilbur-L-Ross-05.17.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
890,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/019509DF359B43468525812B0026F881/$FILE/Wilbur-L-Ross-05.18.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
891,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1308641029B350838525812B0026F87D/$FILE/Wilbur-L-Ross-05.22.2017-278T(6).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
892,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/67A72D6F506810638525812B0026F878/$FILE/Wilbur-L-Ross-05.22.2017-278T(5).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
893,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1E5213DD0708E5898525812B0026F872/$FILE/Wilbur-L-Ross-05.23.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
894,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B3FF723475F9368C8525812B0026F86F/$FILE/Wilbur-L-Ross-05.22.2017-278T(4).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
895,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/81979E2B68D3D1F58525812B0026F86D/$FILE/Wilbur-L-Ross-05.22.2017-278T(3).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
896,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/122F2AA23EB2CD5B8525812B0026F868/$FILE/Wilbur-L-Ross-05.22.2017-278T(2).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
897,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/19366BC742679F6C8525812B0026F864/$FILE/Wilbur-L-Ross-05.17.2017-278T(2).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
898,05/25/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/0A32A81CB323EF138525812B0026F860/$FILE/Wilbur-L-Ross-05.22.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
899,05/25/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4185549171AAC8368525812B0026F6FB/$FILE/Kan, Derek T.  final278.pdf","Kan, Derek T",Department Of Transportation,Under Secretary For Policy
900,05/24/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/970BBD997B54D2008525812A0026F904/$FILE/Wilbur-L-Ross-05.12.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
901,05/24/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/81E1B960C5E975FB8525812A0026F7A3/$FILE/Long, William B.  final278.pdf","Long, William B",Department of Homeland Security,Administrator for the FEMA
902,05/24/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5244036BF9B996D18525812A0026F6FC/$FILE/Hassett, Kevin A.  final278.pdf","Hassett, Kevin A",Council Of Economic Advisers,Chairman
903,05/21/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/13191C5539168CDC852581270026ECD5/$FILE/Green, Mark Andrew  final278.pdf","Green, Mark A",Agency For International Development (AID),Administrator
904,05/20/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C4C9C651CFA84A4C852581260026EC79/$FILE/Brouillette, Danny R.  AMENDEDfinal278.pdf","Brouillette, Danny R",Department Of Energy,Deputy Secretary
905,05/19/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/6AC4ED1FC0078EEE852581250026EDFC/$FILE/Steven-T-Mnuchin-05.03.2017-278T.pdf,"Mnuchin, Steven T",Department of The Treasury,Secretary
906,05/19/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FEBCD192842A975C852581250026EC9C/$FILE/Elizabeth-P-DeVos-04.28.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
907,05/10/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/4CE15840BCCE11C28525811C0027048D/$FILE/Jefferson-B-Sessions-04.25.2017-278T.pdf,"Sessions, Jefferson B",Department Of Justice,Attorney General
908,05/10/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BD83C3D2044730028525811C00270440/$FILE/Penny-S-Pritzker-2017-278Term.pdf,"Pritzker, Penny S",Department Of Commerce,Secretary
909,05/10/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C9E397E86AABCE9C8525811C00270438/$FILE/Jerome-H-Powell-05.05.2017-278T.pdf,"Powell, Jerome H",Federal Reserve System Board Of Governors,"Member, Board Of Governors (2)"
910,05/07/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C12780ABB4CA67A6852581190026EB8B/$FILE/Bernhardt, David L.  final278.pdf","Bernhardt, David L",Department Of The Interior,Deputy Secretary
911,05/05/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/329E70BB647BF31A852581170026EDDD/$FILE/Patenaude, Pamela H.  final278.docx.pdf","Patenaude, Pamela H",Department Of Housing And Urban Development,Deputy Secretary
912,05/04/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/AA6F18B9DE64AC73852581160026EC4D/$FILE/Stanley-Fischer-05.01.2017-278T.pdf,"Fischer, Stanley",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
913,05/03/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/06959C4E7BFCF61D852581150026EE1C/$FILE/Sullivan, John J.  final278.pdf","Sullivan, John J",Department Of State,Deputy Secretary
914,05/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/610A99F73EFD448F852581150026EDD8/$FILE/Wilbur-L-Ross-04.20.2017-278T(3).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
915,05/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/EBD267A07D073F8F852581150026EDD6/$FILE/Wilbur-L-Ross-04.20.2017-278T(2).pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
916,05/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/AD8C8CBF16AF98D2852581150026EDD1/$FILE/Wilbur-L-Ross-04.20.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
917,05/02/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/97822142B68570B7852581140026EDD4/$FILE/David-J-Shulkin-03.18.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
918,05/02/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B611F05FAAA65698852581140026EDAC/$FILE/Wilbur-L-Ross-04.24.2017-278T.pdf,"Ross, Wilbur L",Department Of Commerce,Secretary
919,04/29/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/126DF536C6540BCA8525811100270114/$FILE/Elizabeth-P-DeVos-04.19.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
920,04/29/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/AC1D4BE6E949AD3C85258111002700E7/$FILE/James-R-Clapper-2017-278Term.pdf,"Clapper, James R",Office Of Director Of National Intelligence,Director
921,04/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5B398246A5A4BEFB8525810F0026EE13/$FILE/Melvin-L-Watt-03.17.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
922,04/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/FC25004E93EC3F4F8525810F0026EDC3/$FILE/David-J-Shulkin-04.08.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
923,04/27/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/DFD62B3B4EEA75C98525810F0026EDBE/$FILE/David-J-Shulkin-04.16.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
924,04/26/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D2BD06DDB1F231748525810E0026EDF1/$FILE/Rex-W-Tillerson-03.22.2017-278T.pdf,"Tillerson, Rex W",Department Of State,Secretary
925,04/22/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/98DED61769275B628525810A0026EBD0/$FILE/Elisabeth-P-DeVos-04.09.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
926,04/22/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/106D06720CAE76E78525810A0026EBCA/$FILE/Elisabeth-P-DeVos-03.14.2017-278T.pdf,"DeVos, Elisabeth (Betsy) P",Department Of Education,Secretary
927,04/21/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/51608A1F3F938879852581090026EFAC/$FILE/Elizabeth-Sherwood-Randall-2017-278Term.pdf,"Sherwood-Randall, Elizabeth",Department Of Energy,Deputy Secretary
928,04/21/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1CC4693D71CCEE6F852581090026EEAE/$FILE/Ernest-J-Moniz-2017-278Term.pdf,"Moniz, Ernest J",Department Of Energy,Secretary
929,04/15/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/DA89BC2E5917BD22852581030026F8E1/$FILE/Steven-T-Mnuchin-04.03.2017-278T.pdf,"Mnuchin, Steven T",Department of The Treasury,Secretary
930,04/15/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D9DCFD28A6B7D464852581030026F81A/$FILE/Dana-J-Hyde-2017-278Term.pdf,"Hyde, Dana J",Millennium Challenge Corporation,Chief Executive Officer
931,04/13/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/B3B6B41597775549852581010026F9BF/$FILE/Daniel-K-Tarullo-2017-278TERM.pdf,"Tarullo, Daniel K",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
932,04/13/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/69E6A27261E7D753852581010026F808/$FILE/Hargan, Eric D.  final278.pdf","Hargan, Eric D.",Department Of Health And Human Services,Deputy Secretary
933,04/08/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/A331DD2EC0253E83852580FC0026FAE7/$FILE/John-B-King-2017-278Term.pdf,"King, John B",Department Of Education,Secretary
934,04/06/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/52D4A05867779C5A852580FA0026F74C/$FILE/John-O-Brennan-2017-278Term.pdf,"Brennan, John O",Central Intelligence Agency,Director of Central Intelligence
935,04/05/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/CBB1F225BDAC8658852580F90026FBBF/$FILE/James-Richard-Perry-03.28.2017-278T.pdf,"Perry, James Richard",Department Of Energy,Secretary
936,04/01/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C708CA0CE8A9CFE2852580F50026FC1A/$FILE/David-J-Shulkin-02.16.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
937,03/31/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5F3E366991E3A14A852580F40026F916/$FILE/Thomas-E-Price-03.10.2017-278T.pdf,"Price, Thomas E",Department Of Health And Human Services,Secretary
938,03/26/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/34F2A84296BBC8C8852580EF0026FC97/$FILE/Wilson, Heather A.  final278.pdf","Wilson, Heather A",Department Of The Air Force,Secretary
939,03/24/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/745221B664516EBD852580ED0026F9BF/$FILE/Rosen, Jeffrey A.  final278.pdf","Rosen, Jeffrey A",Department Of Transportation,Deputy Secretary Of Transportation
940,03/24/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/F47F1393F4885EA6852580ED0026F80E/$FILE/Sloan-D-Gibson-2017-278Term.pdf,"Gibson, Sloan D",Department Of Veterans Affairs,Deputy Secretary
941,03/23/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/91C6102D9927E2CB852580EC0026FC02/$FILE/David-J-Shulkin-03.03.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
942,03/23/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1277E83BE12F02F3852580EC0026FBFB/$FILE/David-J-Shulkin-02.25.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
943,03/23/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/CD2A9BC3E1C2E5B4852580EC0026FBF9/$FILE/David-J-Shulkin-01.27.2017-278T.pdf,"Shulkin, David J",Department Of Veterans Affairs,Secretary
944,03/22/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/CFD1E7495057CBA7852580EB0026FA5A/$FILE/Gayle-E-Smith-2017-278Term.pdf,"Smith, Gayle E",Agency For International Development (AID),Administrator
945,03/18/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/722CF80886EC392C852580E700270341/$FILE/Melvin-Watt-08.12.2016Form278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
946,03/18/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/2A89BD6E78BA7249852580E700270161/$FILE/John-P-Holdren-2017-278Term.pdf,"Holdren, John P",Office Of Science & Technology Policy,Director
947,03/16/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C5D14DF9FEB19F33852580E5002704D8/$FILE/Melvin-L-Watt-02.03.2017-278T.pdf,"Watt, Melvin L",Federal Housing Finance Agency,Director
948,03/15/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/08B3A853155E449A852580E400270223/$FILE/Robert-A-McDonald-2017-278Term.pdf,"McDonald, Robert A",Department Of Veterans Affairs,Secretary
949,03/15/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/BCB107C55A4F280E852580E400270050/$FILE/Blair-C-Anderson-2017-Term278.pdf,"Anderson, Blair C",Department Of Transportation,Under Secretary For Policy
950,03/12/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5D6D47C0C5AE5048852580E1002C818A/$FILE/Perdue, George E.  final278.pdf","Perdue, George E",Department Of Agriculture,Secretary
951,03/11/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/08F6F71602F2F5F1852580E0002C806F/$FILE/France-A-Cordova-03.01.2017-278T.pdf,"Cordova, France A",National Science Foundation,Director
952,03/10/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D2B7F8882D7EC9AF852580DF002C7EAA/$FILE/Sylvia-M-Burwell-2017-278Term.pdf,"Burwell, Sylvia M",Department Of Health And Human Services,Secretary
953,03/10/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/526958DA1DE8C8A0852580DF002C7E95/$FILE/Michael-P-Botticelli-2017-278Term.pdf,"Botticelli, Michael P",Office Of National Drug Control Policy,Director
954,03/09/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/98119BCF69AC9DE7852580DE002C800A/$FILE/Acosta, Rene Alexander final278.pdf","Acosta, Rene Alexander",Department Of Labor,Secretary
955,03/04/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/59FAC397C73CF785852580D9002C7F89/$FILE/John-F-Kerry-01.12.2017-278T.pdf,"Kerry, John F",Department Of State,Secretary
956,03/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/69842054FB0896B7852580D8002C7F3A/$FILE/William-C-Fugate-2017-278Term.pdf,"Fugate, William C",Department of Homeland Security,Administrator for the FEMA
957,03/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/432DB5A6998C2990852580D8002C7F27/$FILE/Stanley-Fischer-01.24.2017-278T.pdf,"Fischer, Stanley",Federal Reserve System Board Of Governors,"Member, Board Of Governors"
958,03/03/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/86C7CCCB3820A806852580D8002C7EC3/$FILE/Nani-A-Coloretti-2017-278TERM.pdf,"Coloretti, Nani A",Department Of Housing And Urban Development,Deputy Secretary
959,02/24/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/D7759F7CD7B37089852580D1002C7F5D/$FILE/Sarah-MR-Jewell-2017-278Term.pdf,"Jewell, Sarah MR",Department Of The Interior,Secretary
960,02/17/2017,"https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/1A3A27F21FE42E7E852580CA005E569C/$FILE/Lighthizer, Robert E. finalAmended278.pdf","Lighthizer, Robert E",Office Of The Us Trade Representative,Us Trade Representative
961,02/17/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/5880654114D7C401852580CA005DD433/$FILE/Gregory-Nadeau-2017-278TERM.pdf,"Nadeau, Gregory G",Department Of Transportation,Administrator Federal Highway Administration
962,02/17/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/C3AA454B558BDA0F852580CA005DD39F/$FILE/Victor-Mendez-2017-278TERM.pdf,"Mendez, Victor M",Department Of Transportation,Administrator For The Federal Highway Administration
963,02/17/2017,https://extapps2.oge.govhttps://extapps2.oge.gov/201/Presiden.nsf/PAS+Index/79125B9D52611414852580CA005DD1F2/$FILE/John-F-Kerry-09.06.2016-278T.pdf,"Kerry, John F",Department Of State,Secretary
